h1,h2,q
20.689655172413794,10.344827586206897,2.357142857142857
20.689655172413794,10.344827586206897,3.7142857142857144
20.689655172413794,10.344827586206897,5.071428571428571
20.689655172413794,10.344827586206897,6.428571428571429
20.689655172413794,10.344827586206897,7.7857142857142865
20.689655172413794,10.344827586206897,9.142857142857142
20.689655172413794,10.344827586206897,10.5
20.689655172413794,10.344827586206897,11.857142857142858
20.689655172413794,10.344827586206897,13.214285714285715
20.689655172413794,10.344827586206897,14.571428571428573
20.689655172413794,10.344827586206897,15.928571428571429
20.689655172413794,10.344827586206897,17.285714285714285
20.689655172413794,10.344827586206897,18.642857142857142
20.689655172413794,10.344827586206897,20.0
20.689655172413794,11.03448275862069,1.0
20.689655172413794,11.03448275862069,2.357142857142857
20.689655172413794,11.03448275862069,3.7142857142857144
20.689655172413794,11.03448275862069,5.071428571428571
20.689655172413794,11.03448275862069,6.428571428571429
20.689655172413794,11.03448275862069,7.7857142857142865
20.689655172413794,11.03448275862069,9.142857142857142
20.689655172413794,11.03448275862069,10.5
20.689655172413794,11.03448275862069,11.857142857142858
20.689655172413794,11.03448275862069,13.214285714285715
20.689655172413794,11.03448275862069,14.571428571428573
20.689655172413794,11.03448275862069,15.928571428571429
20.689655172413794,11.03448275862069,17.285714285714285
20.689655172413794,11.03448275862069,18.642857142857142
20.689655172413794,11.03448275862069,20.0
20.689655172413794,11.724137931034484,1.0
20.689655172413794,11.724137931034484,2.357142857142857
20.689655172413794,11.724137931034484,3.7142857142857144
20.689655172413794,11.724137931034484,5.071428571428571
20.689655172413794,11.724137931034484,6.428571428571429
20.689655172413794,11.724137931034484,7.7857142857142865
20.689655172413794,11.724137931034484,9.142857142857142
20.689655172413794,11.724137931034484,10.5
20.689655172413794,11.724137931034484,11.857142857142858
20.689655172413794,11.724137931034484,13.214285714285715
20.689655172413794,11.724137931034484,14.571428571428573
20.689655172413794,11.724137931034484,15.928571428571429
20.689655172413794,11.724137931034484,17.285714285714285
20.689655172413794,11.724137931034484,18.642857142857142
20.689655172413794,11.724137931034484,20.0
20.689655172413794,12.413793103448278,1.0
20.689655172413794,12.413793103448278,2.357142857142857
20.689655172413794,12.413793103448278,3.7142857142857144
20.689655172413794,12.413793103448278,5.071428571428571
20.689655172413794,12.413793103448278,6.428571428571429
20.689655172413794,12.413793103448278,7.7857142857142865
20.689655172413794,12.413793103448278,9.142857142857142
20.689655172413794,12.413793103448278,10.5
20.689655172413794,12.413793103448278,11.857142857142858
20.689655172413794,12.413793103448278,13.214285714285715
20.689655172413794,12.413793103448278,14.571428571428573
20.689655172413794,12.413793103448278,15.928571428571429
20.689655172413794,12.413793103448278,17.285714285714285
20.689655172413794,12.413793103448278,18.642857142857142
20.689655172413794,12.413793103448278,20.0
20.689655172413794,13.10344827586207,1.0
20.689655172413794,13.10344827586207,2.357142857142857
20.689655172413794,13.10344827586207,3.7142857142857144
20.689655172413794,13.10344827586207,5.071428571428571
20.689655172413794,13.10344827586207,6.428571428571429
20.689655172413794,13.10344827586207,7.7857142857142865
20.689655172413794,13.10344827586207,9.142857142857142
20.689655172413794,13.10344827586207,10.5
20.689655172413794,13.10344827586207,11.857142857142858
20.689655172413794,13.10344827586207,13.214285714285715
20.689655172413794,13.10344827586207,14.571428571428573
20.689655172413794,13.10344827586207,15.928571428571429
20.689655172413794,13.10344827586207,17.285714285714285
20.689655172413794,13.10344827586207,18.642857142857142
20.689655172413794,13.10344827586207,20.0
20.689655172413794,13.793103448275863,1.0
20.689655172413794,13.793103448275863,2.357142857142857
20.689655172413794,13.793103448275863,3.7142857142857144
20.689655172413794,13.793103448275863,5.071428571428571
20.689655172413794,13.793103448275863,6.428571428571429
20.689655172413794,13.793103448275863,7.7857142857142865
20.689655172413794,13.793103448275863,9.142857142857142
20.689655172413794,13.793103448275863,10.5
20.689655172413794,13.793103448275863,11.857142857142858
20.689655172413794,13.793103448275863,13.214285714285715
20.689655172413794,13.793103448275863,14.571428571428573
20.689655172413794,13.793103448275863,15.928571428571429
20.689655172413794,13.793103448275863,17.285714285714285
20.689655172413794,13.793103448275863,18.642857142857142
20.689655172413794,13.793103448275863,20.0
20.689655172413794,14.482758620689657,1.0
20.689655172413794,14.482758620689657,2.357142857142857
20.689655172413794,14.482758620689657,3.7142857142857144
20.689655172413794,14.482758620689657,5.071428571428571
20.689655172413794,14.482758620689657,6.428571428571429
20.689655172413794,14.482758620689657,7.7857142857142865
20.689655172413794,14.482758620689657,9.142857142857142
20.689655172413794,14.482758620689657,10.5
20.689655172413794,14.482758620689657,11.857142857142858
20.689655172413794,14.482758620689657,13.214285714285715
20.689655172413794,14.482758620689657,14.571428571428573
20.689655172413794,14.482758620689657,15.928571428571429
20.689655172413794,14.482758620689657,17.285714285714285
20.689655172413794,14.482758620689657,18.642857142857142
20.689655172413794,14.482758620689657,20.0
20.689655172413794,15.172413793103448,1.0
20.689655172413794,15.172413793103448,2.357142857142857
20.689655172413794,15.172413793103448,3.7142857142857144
20.689655172413794,15.172413793103448,5.071428571428571
20.689655172413794,15.172413793103448,6.428571428571429
20.689655172413794,15.172413793103448,7.7857142857142865
20.689655172413794,15.172413793103448,9.142857142857142
20.689655172413794,15.172413793103448,10.5
20.689655172413794,15.172413793103448,11.857142857142858
20.689655172413794,15.172413793103448,13.214285714285715
20.689655172413794,15.172413793103448,14.571428571428573
20.689655172413794,15.172413793103448,15.928571428571429
20.689655172413794,15.172413793103448,17.285714285714285
20.689655172413794,15.172413793103448,18.642857142857142
20.689655172413794,15.172413793103448,20.0
20.689655172413794,15.862068965517242,1.0
20.689655172413794,15.862068965517242,2.357142857142857
20.689655172413794,15.862068965517242,3.7142857142857144
20.689655172413794,15.862068965517242,5.071428571428571
20.689655172413794,15.862068965517242,6.428571428571429
20.689655172413794,15.862068965517242,7.7857142857142865
20.689655172413794,15.862068965517242,9.142857142857142
20.689655172413794,15.862068965517242,10.5
20.689655172413794,15.862068965517242,11.857142857142858
20.689655172413794,15.862068965517242,13.214285714285715
20.689655172413794,15.862068965517242,14.571428571428573
20.689655172413794,15.862068965517242,15.928571428571429
20.689655172413794,15.862068965517242,17.285714285714285
20.689655172413794,15.862068965517242,18.642857142857142
20.689655172413794,15.862068965517242,20.0
20.689655172413794,16.551724137931036,1.0
20.689655172413794,16.551724137931036,2.357142857142857
20.689655172413794,16.551724137931036,3.7142857142857144
20.689655172413794,16.551724137931036,5.071428571428571
20.689655172413794,16.551724137931036,6.428571428571429
20.689655172413794,16.551724137931036,7.7857142857142865
20.689655172413794,16.551724137931036,9.142857142857142
20.689655172413794,16.551724137931036,10.5
20.689655172413794,16.551724137931036,11.857142857142858
20.689655172413794,16.551724137931036,13.214285714285715
20.689655172413794,16.551724137931036,14.571428571428573
20.689655172413794,16.551724137931036,15.928571428571429
20.689655172413794,16.551724137931036,17.285714285714285
20.689655172413794,16.551724137931036,18.642857142857142
20.689655172413794,16.551724137931036,20.0
20.689655172413794,17.24137931034483,1.0
20.689655172413794,17.24137931034483,2.357142857142857
20.689655172413794,17.24137931034483,3.7142857142857144
20.689655172413794,17.24137931034483,5.071428571428571
20.689655172413794,17.24137931034483,6.428571428571429
20.689655172413794,17.24137931034483,7.7857142857142865
20.689655172413794,17.24137931034483,9.142857142857142
20.689655172413794,17.24137931034483,10.5
20.689655172413794,17.24137931034483,11.857142857142858
20.689655172413794,17.24137931034483,13.214285714285715
20.689655172413794,17.24137931034483,14.571428571428573
20.689655172413794,17.24137931034483,15.928571428571429
20.689655172413794,17.24137931034483,17.285714285714285
20.689655172413794,17.24137931034483,18.642857142857142
20.689655172413794,17.24137931034483,20.0
20.689655172413794,17.931034482758623,1.0
20.689655172413794,17.931034482758623,2.357142857142857
20.689655172413794,17.931034482758623,3.7142857142857144
20.689655172413794,17.931034482758623,5.071428571428571
20.689655172413794,17.931034482758623,6.428571428571429
20.689655172413794,17.931034482758623,7.7857142857142865
20.689655172413794,17.931034482758623,9.142857142857142
20.689655172413794,17.931034482758623,10.5
20.689655172413794,17.931034482758623,11.857142857142858
20.689655172413794,17.931034482758623,13.214285714285715
20.689655172413794,17.931034482758623,14.571428571428573
20.689655172413794,17.931034482758623,15.928571428571429
20.689655172413794,17.931034482758623,17.285714285714285
20.689655172413794,17.931034482758623,18.642857142857142
20.689655172413794,17.931034482758623,20.0
20.689655172413794,18.620689655172416,1.0
20.689655172413794,18.620689655172416,2.357142857142857
20.689655172413794,18.620689655172416,3.7142857142857144
20.689655172413794,18.620689655172416,5.071428571428571
20.689655172413794,18.620689655172416,6.428571428571429
20.689655172413794,18.620689655172416,7.7857142857142865
20.689655172413794,18.620689655172416,9.142857142857142
20.689655172413794,18.620689655172416,10.5
20.689655172413794,18.620689655172416,11.857142857142858
20.689655172413794,18.620689655172416,13.214285714285715
20.689655172413794,18.620689655172416,14.571428571428573
20.689655172413794,18.620689655172416,15.928571428571429
20.689655172413794,18.620689655172416,17.285714285714285
20.689655172413794,18.620689655172416,18.642857142857142
20.689655172413794,18.620689655172416,20.0
20.689655172413794,19.310344827586206,1.0
20.689655172413794,19.310344827586206,2.357142857142857
20.689655172413794,19.310344827586206,3.7142857142857144
20.689655172413794,19.310344827586206,5.071428571428571
20.689655172413794,19.310344827586206,6.428571428571429
20.689655172413794,19.310344827586206,7.7857142857142865
20.689655172413794,19.310344827586206,9.142857142857142
20.689655172413794,19.310344827586206,10.5
20.689655172413794,19.310344827586206,11.857142857142858
20.689655172413794,19.310344827586206,13.214285714285715
20.689655172413794,19.310344827586206,14.571428571428573
20.689655172413794,19.310344827586206,15.928571428571429
20.689655172413794,19.310344827586206,17.285714285714285
20.689655172413794,19.310344827586206,18.642857142857142
20.689655172413794,19.310344827586206,20.0
20.689655172413794,20.0,1.0
20.689655172413794,20.0,2.357142857142857
20.689655172413794,20.0,3.7142857142857144
20.689655172413794,20.0,5.071428571428571
20.689655172413794,20.0,6.428571428571429
20.689655172413794,20.0,7.7857142857142865
20.689655172413794,20.0,9.142857142857142
20.689655172413794,20.0,10.5
20.689655172413794,20.0,11.857142857142858
20.689655172413794,20.0,13.214285714285715
20.689655172413794,20.0,14.571428571428573
20.689655172413794,20.0,15.928571428571429
20.689655172413794,20.0,17.285714285714285
20.689655172413794,20.0,18.642857142857142
20.689655172413794,20.0,20.0
21.379310344827587,0.0,1.0
21.379310344827587,0.0,2.357142857142857
21.379310344827587,0.0,3.7142857142857144
21.379310344827587,0.0,5.071428571428571
21.379310344827587,0.0,6.428571428571429
21.379310344827587,0.0,7.7857142857142865
21.379310344827587,0.0,9.142857142857142
21.379310344827587,0.0,10.5
21.379310344827587,0.0,11.857142857142858
21.379310344827587,0.0,13.214285714285715
21.379310344827587,0.0,14.571428571428573
21.379310344827587,0.0,15.928571428571429
21.379310344827587,0.0,17.285714285714285
21.379310344827587,0.0,18.642857142857142
21.379310344827587,0.0,20.0
21.379310344827587,0.6896551724137931,1.0
21.379310344827587,0.6896551724137931,2.357142857142857
21.379310344827587,0.6896551724137931,3.7142857142857144
21.379310344827587,0.6896551724137931,5.071428571428571
21.379310344827587,0.6896551724137931,6.428571428571429
21.379310344827587,0.6896551724137931,7.7857142857142865
21.379310344827587,0.6896551724137931,9.142857142857142
21.379310344827587,0.6896551724137931,10.5
21.379310344827587,0.6896551724137931,11.857142857142858
21.379310344827587,0.6896551724137931,13.214285714285715
21.379310344827587,0.6896551724137931,14.571428571428573
21.379310344827587,0.6896551724137931,15.928571428571429
21.379310344827587,0.6896551724137931,17.285714285714285
21.379310344827587,0.6896551724137931,18.642857142857142
21.379310344827587,0.6896551724137931,20.0
21.379310344827587,1.3793103448275863,1.0
21.379310344827587,1.3793103448275863,2.357142857142857
21.379310344827587,1.3793103448275863,3.7142857142857144
21.379310344827587,1.3793103448275863,5.071428571428571
21.379310344827587,1.3793103448275863,6.428571428571429
21.379310344827587,1.3793103448275863,7.7857142857142865
21.379310344827587,1.3793103448275863,9.142857142857142
21.379310344827587,1.3793103448275863,10.5
21.379310344827587,1.3793103448275863,11.857142857142858
21.379310344827587,1.3793103448275863,13.214285714285715
21.379310344827587,1.3793103448275863,14.571428571428573
21.379310344827587,1.3793103448275863,15.928571428571429
21.379310344827587,1.3793103448275863,17.285714285714285
21.379310344827587,1.3793103448275863,18.642857142857142
21.379310344827587,1.3793103448275863,20.0
21.379310344827587,2.0689655172413794,1.0
21.379310344827587,2.0689655172413794,2.357142857142857
21.379310344827587,2.0689655172413794,3.7142857142857144
21.379310344827587,2.0689655172413794,5.071428571428571
21.379310344827587,2.0689655172413794,6.428571428571429
21.379310344827587,2.0689655172413794,7.7857142857142865
21.379310344827587,2.0689655172413794,9.142857142857142
21.379310344827587,2.0689655172413794,10.5
21.379310344827587,2.0689655172413794,11.857142857142858
21.379310344827587,2.0689655172413794,13.214285714285715
21.379310344827587,2.0689655172413794,14.571428571428573
21.379310344827587,2.0689655172413794,15.928571428571429
21.379310344827587,2.0689655172413794,17.285714285714285
21.379310344827587,2.0689655172413794,18.642857142857142
21.379310344827587,2.0689655172413794,20.0
21.379310344827587,2.7586206896551726,1.0
21.379310344827587,2.7586206896551726,2.357142857142857
21.379310344827587,2.7586206896551726,3.7142857142857144
21.379310344827587,2.7586206896551726,5.071428571428571
21.379310344827587,2.7586206896551726,6.428571428571429
21.379310344827587,2.7586206896551726,7.7857142857142865
21.379310344827587,2.7586206896551726,9.142857142857142
21.379310344827587,2.7586206896551726,10.5
21.379310344827587,2.7586206896551726,11.857142857142858
21.379310344827587,2.7586206896551726,13.214285714285715
21.379310344827587,2.7586206896551726,14.571428571428573
21.379310344827587,2.7586206896551726,15.928571428571429
21.379310344827587,2.7586206896551726,17.285714285714285
21.379310344827587,2.7586206896551726,18.642857142857142
21.379310344827587,2.7586206896551726,20.0
21.379310344827587,3.4482758620689657,1.0
21.379310344827587,3.4482758620689657,2.357142857142857
21.379310344827587,3.4482758620689657,3.7142857142857144
21.379310344827587,3.4482758620689657,5.071428571428571
